Unique_client_ID,y_proba,Race/Ethnicity,SPA,Gender,Age_group_at_assessment,Intervention,InterventionYear,AssessmentYear,TOTAL_SCORE,HISTORY_SUB_SCORE,RISKS_SUB_SCORE,SOCIALIZATION_SUB_SCORE,WELLNESS_SUB_SCORE
134423,0.165494477,Latino,3,Male,18-24,Assessed Only,,2020,8,2,2,2,2
134425,0.431217326,Black,6,Male,45-59,Exited to an other or unknown destination,2022,2021,4,2,0,1,1
134426,0.285004931,White,3,Female,45-59,Exited to a place not meant for habitation,2020,2020,6,2,0,2,2
134431,0.052632361,Latino,3,Male,18-24,Exited to a place not meant for habitation,2021,2020,14,2,4,3,5
134449,0.100970205,White,5,Male,60+,Permanently Housed,,2021,11,2,3,2,3
134451,0.04998439,Latino,3,Female,45-59,"Currently active in ""Day Shelter"" program",,2021,14,2,4,4,4
134462,0.512012059,Black,4,Male,18-24,Exited to an other or unknown destination,2021,2020,3,2,0,0,1
134464,0.186342714,Latino,8,Male,18-24,"Currently active in ""PH - Rapid Re-Housing"" program",,2021,7,2,2,2,1
134476,0.181542671,Latino,4,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2020,11,1,2,3,5
134477,0.235301077,Latino,8,Female,25-44,Assessed Only,,2020,5,2,1,1,1
134489,0.424198768,White,2,Male,25-44,Exited to a temporary destination,2020,2020,5,1,1,2,1
134497,0.22406204,Black,3,Male,25-44,Exited to an institutional destination,2020,2020,6,2,0,3,1
134501,0.093874773,Latino,1,Male,60+,Exited to an other or unknown destination,2022,2020,11,2,2,3,3
134506,0.08165886,White,1,Female,25-44,Exited to an other or unknown destination,2022,2022,11,2,2,3,4
134507,0.111965648,Latino,3,Male,45-59,Permanently Housed,2022,2020,9,2,3,3,1
134508,0.101622046,Black,7,Male,60+,Assessed Only,,2020,12,2,2,4,3
134521,0.086694692,Black,8,Male,25-44,Exited to an other or unknown destination,2022,2021,10,2,3,4,1
134527,0.585353961,Black,6,Male,25-44,Permanently Housed,2022,2020,4,1,2,0,1
134528,0.394198991,Black,6,Male,45-59,Permanently Housed,,2020,4,2,0,2,0
134531,0.462494601,Black,8,Female,45-59,Permanently Housed,2021,2021,4,2,0,1,1
134534,0.180594927,Black,6,Male,25-44,Exited to a temporary destination,2022,2021,13,1,4,2,6
134535,0.439710837,Latino,8,Male,25-44,Assessed Only,,2020,4,1,0,3,0
134536,0.06264218,Latino,4,Male,25-44,Assessed Only,,2020,11,2,4,2,3
134541,0.091989288,Black,6,Male,60+,Exited to an other or unknown destination,2021,2021,14,2,3,2,6
134550,0.257694524,White,5,Male,60+,"Currently active in ""Emergency Shelter"" program",,2021,6,2,1,1,1
134555,0.32551002,Latino,4,Female,45-59,Exited to an other or unknown destination,2020,2020,8,1,2,4,1
134556,0.067408268,White,4,Male,60+,Assessed Only,,2020,13,2,3,3,4
134561,0.175460817,Black,6,Female,25-44,Permanently Housed,,2020,12,1,4,4,3
134569,0.047719212,Latino,2,Male,25-44,Exited to an other or unknown destination,2022,2022,13,2,4,2,5
134579,0.094631115,Latino,6,Male,60+,"Currently active in ""Street Outreach"" program",,2021,12,2,2,2,5
134589,0.0660099,Black,6,Male,18-24,Permanently Housed,,2020,15,2,4,3,6
134590,0.0427858,Latino,4,Male,60+,"Currently active in ""Street Outreach"" program",,2020,14,2,4,4,3
134595,0.255415486,Latino,3,Female,45-59,"Currently active in ""Street Outreach"" program",,2022,7,2,2,0,3
134598,0.064803091,White,5,Female,60+,Assessed Only,,2020,14,2,2,4,5
134599,0.375407252,Latino,4,Female,60+,"Currently active in ""Emergency Shelter"" program",,2020,8,1,0,4,2
134600,0.042136228,Latino,4,Male,60+,Assessed Only,,2020,15,2,3,4,5
134601,0.196143199,Black,7,Female,25-44,Assessed Only,,2020,13,1,3,3,6
134614,0.073160009,White,4,Female,25-44,Permanently Housed,2022,2021,12,2,3,2,5
134615,0.094601548,White,4,Male,25-44,Exited to an other or unknown destination,2022,2021,9,2,2,3,2
134619,0.040608878,Latino,4,Male,25-44,Exited to an other or unknown destination,2022,2020,14,2,3,3,6
134621,0.096249933,Latino,2,Male,45-59,Exited to a place not meant for habitation,2020,2020,10,2,2,4,2
134629,0.867742588,Black,6,Female,45-59,"Currently active in ""Day Shelter"" program",,2020,3,0,0,3,0
134634,0.307748588,Latino,8,Female,25-44,Assessed Only,,2020,9,1,1,2,5
134639,0.146743473,White,1,Female,45-59,Exited to an other or unknown destination,2020,2020,9,2,2,3,2
134642,0.047318218,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2020,12,2,4,3,3
134647,0.105000372,Black,6,Male,45-59,Permanently Housed,2021,2020,12,2,2,4,4
134654,0.841718359,Black,2,Female,25-44,Permanently Housed,2020,2020,4,0,0,1,3
134657,0.068411561,Latino,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,10,2,2,4,2
134666,0.08165886,White,5,Female,25-44,Permanently Housed,2021,2020,11,2,2,3,4
134669,0.046025646,White,4,Male,45-59,Exited to a place not meant for habitation,2021,2020,15,2,3,4,6
134678,0.75689974,Black,6,Male,18-24,Permanently Housed,2022,2020,2,1,0,1,0
134681,0.244124829,White,6,Male,25-44,Permanently Housed,,2020,4,2,0,2,0
134688,0.078087468,Black,3,Female,60+,Permanently Housed,2021,2020,14,2,3,4,4
134692,0.124846678,Black,4,Female,25-44,Permanently Housed,2022,2020,10,2,2,3,3
134700,0.180229966,Latino,7,Male,25-44,Exited to an other or unknown destination,2020,2020,10,1,2,4,3
134706,0.3322682,Black,6,Female,25-44,Assessed Only,,2020,10,1,2,2,5
134713,0.240943646,Black,4,Female,25-44,Permanently Housed,2022,2020,11,1,2,4,4
134714,0.139196291,Latino,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2020,14,1,4,3,6
134717,0.044681285,Latino,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2020,15,2,4,3,6
134719,0.150596404,Latino,7,Male,25-44,Exited to an other or unknown destination,2022,2020,6,2,2,2,0
134724,0.245505686,White,5,Female,25-44,"Currently active in ""Street Outreach"" program",,2020,5,2,1,1,1
134726,0.248736917,White,4,Male,25-44,Exited to an other or unknown destination,2020,2020,4,2,1,1,0
134728,0.634067639,Black,6,Female,18-24,Exited to an other or unknown destination,2021,2020,5,1,1,2,1
134734,0.679420963,Latino,7,Male,18-24,Assessed Only,,2020,2,1,0,1,0
134739,0.153253154,White,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2021,9,2,3,1,3
134749,0.059204349,Latino,2,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,14,2,4,2,6
134751,0.551623667,Latino,7,Male,25-44,Exited to a temporary destination,2021,2020,3,1,0,1,1
134752,0.122190609,Latino,8,Female,60+,Exited to an other or unknown destination,2021,2020,10,2,3,2,2
134758,0.273149534,Black,4,Female,18-24,Permanently Housed,2022,2020,8,2,1,2,3
134759,0.122190609,Latino,7,Female,60+,"Currently active in ""Street Outreach"" program",,2022,10,2,3,2,2
134765,0.832500373,White,7,Male,45-59,Assessed Only,,2020,3,0,1,1,1
134770,0.176948733,Black,6,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2020,13,1,3,3,6
134773,0.34282292,Latino,8,Female,25-44,Exited to an other or unknown destination,2021,2020,7,1,2,2,2
134774,0.608037033,Black,6,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,3,1,0,2,0
134776,0.182602555,Latino,2,Male,25-44,Exited to an other or unknown destination,2020,2020,9,1,3,4,1
134778,0.225027541,Black,1,Male,45-59,Assessed Only,,2020,8,2,3,1,2
134797,0.539317015,Latino,6,Male,18-24,Exited to an other or unknown destination,2021,2020,4,1,0,3,0
134805,0.094961679,Black,8,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,14,2,4,2,6
134814,0.34282292,Latino,3,Female,25-44,Exited to an other or unknown destination,2020,2020,7,1,2,2,2
134818,0.217340876,White,2,Male,18-24,Exited to a place not meant for habitation,2022,2020,8,2,1,1,4
134823,0.406585518,Black,6,Female,25-44,Permanently Housed,,2020,3,2,0,1,0
134828,0.306376335,Latino,7,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2021,2021,5,2,1,0,1
134831,0.231688532,White,2,Female,45-59,Exited to an other or unknown destination,2021,2020,12,1,4,2,5
134841,0.125550325,Latino,4,Female,18-24,Exited to an other or unknown destination,2021,2020,9,2,2,4,1
134849,0.063450548,White,5,Female,25-44,"Currently active in ""Street Outreach"" program",,2020,12,2,3,3,4
134852,0.4480367,Latino,4,Male,18-24,Exited to a temporary destination,2021,2020,6,1,3,1,1
134854,0.309564047,Latino,1,Male,25-44,Exited to an other or unknown destination,2020,2020,7,1,1,3,2
134857,0.570569657,Latino,7,Female,18-24,Assessed Only,,2020,4,1,0,3,0
134863,0.081102977,White,1,Male,18-24,Exited to a temporary destination,2021,2020,11,2,3,4,2
134866,0.115046485,Black,8,Male,25-44,Exited to an other or unknown destination,2022,2020,11,2,3,1,5
134871,0.443692496,Black,4,Male,60+,Exited to an other or unknown destination,2021,2020,8,1,1,3,2
134873,0.200804747,Latino,8,Male,45-59,Assessed Only,,2020,12,1,4,2,5
134879,0.230361662,White,,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2021,11,1,3,3,4
134889,0.139282315,Black,6,Male,45-59,Permanently Housed,2022,2020,11,2,3,2,4
134890,0.567170313,Black,6,Male,18-24,Exited to a temporary destination,2020,2020,5,1,1,3,0
134901,0.040048997,White,5,Female,45-59,Permanently Housed,,2021,16,2,4,4,6
134909,0.576983607,Latino,8,Male,18-24,Exited to an other or unknown destination,2022,2020,4,1,0,2,1
134916,0.034014907,Black,5,Male,25-44,Permanently Housed,,2020,16,2,4,4,6
134926,0.023407927,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2021,16,2,4,4,6
134927,0.431217326,Black,3,Male,45-59,Exited to a place not meant for habitation,2021,2020,4,2,0,1,1
134932,0.301123876,Latino,4,Male,60+,Permanently Housed,2022,2021,5,2,0,1,1
134934,0.34282292,Latino,2,Female,25-44,Permanently Housed,2021,2020,7,1,2,2,2
134946,0.065378711,Black,6,Female,25-44,Permanently Housed,,2021,13,2,3,4,4
134951,0.321347995,Black,8,Female,18-24,Assessed Only,,2020,11,1,2,4,4
134952,0.666731691,Asian,3,Male,25-44,Permanently Housed,2021,2020,1,1,0,0,0
134960,0.339883102,White,2,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2021,9,1,2,3,3
134970,0.074744457,Black,4,Female,25-44,"Currently active in ""Coordinated Entry"" program",,2022,12,2,3,4,3
134978,0.199501293,Black,4,Male,45-59,Permanently Housed,2020,2020,8,2,3,2,1
134987,0.469848107,Black,6,Male,25-44,"Currently active in ""Services Only"" program",,2020,6,1,1,2,2
134990,0.067408268,White,8,Male,60+,Permanently Housed,,2020,13,2,3,3,4
134995,0.291248954,Latino,3,Male,25-44,Exited to an other or unknown destination,2020,2020,3,2,0,1,0
135005,0.129307127,White,1,Female,60+,Exited to an other or unknown destination,2021,2020,11,2,3,1,4
135007,0.066999692,Black,2,Male,25-44,"Currently active in ""Street Outreach"" program",,2022,13,2,3,3,5
135010,0.306016754,Black,3,Female,25-44,"Currently active in ""Services Only"" program",,2020,5,2,0,2,1
135014,0.159931204,Latino,3,Male,25-44,Permanently Housed,2021,2020,11,1,2,4,4
135021,0.115702199,Latino,7,Male,18-24,Assessed Only,,2020,10,2,3,2,3
135022,0.244134262,Black,5,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2021,2020,10,1,2,4,3
135027,0.751676268,Black,2,Male,45-59,Exited to a place not meant for habitation,2021,2020,2,1,0,1,0
135028,0.161638651,Latino,6,Male,45-59,Exited to an other or unknown destination,2021,2021,8,2,2,2,2
135036,0.859967408,Black,8,Female,25-44,"Currently active in ""Services Only"" program",,2020,3,0,0,1,2
135039,0.561131218,White,8,Female,25-44,Assessed Only,,2020,4,1,0,1,2
135042,0.132447736,White,3,Female,45-59,"Currently active in ""Street Outreach"" program",,2021,10,2,3,2,3
135050,0.321634697,White,8,Male,25-44,Exited to an other or unknown destination,2020,2020,7,1,1,3,2
135051,0.182107147,Latino,3,Male,45-59,Permanently Housed,2021,2020,7,2,2,2,1
135052,0.597556066,Black,8,Female,45-59,"Currently active in ""Coordinated Entry"" program",,2020,8,1,1,0,6
135053,0.448028503,Latino,8,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2022,5,1,1,1,2
135055,0.439710837,Latino,4,Male,25-44,Exited to an other or unknown destination,2020,2020,4,1,0,3,0
135072,0.126310096,Latino,4,Male,45-59,"Currently active in ""Street Outreach"" program",,2021,10,2,2,2,4
135073,0.092104959,Black,6,Female,45-59,Assessed Only,,2020,13,2,3,4,4
135078,0.123444024,Latino,4,Female,45-59,Exited to a place not meant for habitation,2020,2020,10,2,2,3,3
135087,0.238278251,White,2,Male,25-44,Exited to a place not meant for habitation,2020,2020,9,1,2,3,3
135088,0.03269771,White,5,Male,25-44,Exited to an other or unknown destination,2022,2021,14,2,4,4,4
135097,0.135715275,Latino,8,Male,60+,Exited to a place not meant for habitation,2020,2020,9,2,1,3,2
135099,0.138223581,Black,6,Male,45-59,Exited to an other or unknown destination,2022,2021,10,2,3,3,2
135120,0.380035673,Latino,3,Male,18-24,"Currently active in ""Street Outreach"" program",,2021,3,2,0,1,0
135124,0.156185105,Latino,4,Male,45-59,Exited to an other or unknown destination,2021,2020,12,1,4,4,3
135133,0.058542991,Black,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2022,14,2,3,3,6
135145,0.379825199,White,5,Male,18-24,Exited to an other or unknown destination,2020,2020,8,1,1,3,3
135146,0.654584371,Black,4,Male,60+,Permanently Housed,2021,2020,5,1,0,1,2
135162,0.198887866,White,2,Male,25-44,"Currently active in ""Street Outreach"" program",,2021,6,2,1,1,2
135163,0.296215933,White,3,Male,25-44,Assessed Only,,2020,8,1,2,2,3
135166,0.046211115,Latino,2,Male,25-44,Exited to a temporary destination,2021,2020,12,2,3,4,3
135167,0.106697695,Black,4,Female,18-24,Permanently Housed,2020,2020,11,2,3,5,1
135171,0.810611889,White,6,Male,18-24,Exited to a temporary destination,2021,2020,3,0,0,3,0
135175,0.721514833,Black,4,Male,60+,Permanently Housed,2020,2019,3,1,1,0,0
135178,0.184036422,Black,6,Male,25-44,Exited to a place not meant for habitation,2021,2020,7,2,2,2,1
135183,0.091975132,Latino,4,Male,25-44,Exited to an other or unknown destination,2022,2022,9,2,3,2,2
135186,0.16002766,Black,5,Male,25-44,"Currently active in ""Street Outreach"" program",,2022,8,2,1,3,2
135190,0.065922166,Black,7,Female,25-44,Exited to an other or unknown destination,2022,2020,14,2,3,3,6
135194,0.281603266,Black,4,Male,25-44,Permanently Housed,2021,2020,9,1,4,2,2
135195,0.914999449,Black,6,Male,18-24,Permanently Housed,2021,2020,1,0,0,1,0
135213,0.695750232,Black,6,Female,45-59,Exited to a permanent destination,2021,2020,5,1,1,0,3
135214,0.665179743,White,2,Female,25-44,Permanently Housed,2022,2020,2,1,0,0,1
135224,0.184154282,White,2,Female,45-59,"Currently active in ""Services Only"" program",,2022,8,2,1,3,2
135236,0.069066371,Asian,4,Male,45-59,Exited to an other or unknown destination,2020,2020,13,2,3,3,5
135240,0.141611171,Black,6,Male,25-44,Permanently Housed,,2021,9,2,1,3,3
135250,0.087398764,Black,5,Male,25-44,"Currently active in ""Homelessness Prevention"" program",,2021,11,2,3,3,3
135253,0.14657026,White,3,Male,60+,"Matched to Permanent Housing, Not Yet Housed",,2020,10,2,2,1,4
135256,0.084327931,Latino,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,11,2,3,4,2
135274,0.026934471,Latino,6,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2022,15,2,4,4,5
135275,0.041235918,Latino,3,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2020,13,2,4,3,4
135278,0.219417966,Latino,3,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",,2020,10,1,3,5,1
135280,0.033660201,White,4,Female,60+,Permanently Housed,,2020,17,2,4,4,6
135282,0.116446402,Black,,Male,60+,"Currently active in ""Coordinated Entry"" program",,2022,12,2,2,3,4
135283,0.032370644,Asian,2,Male,25-44,Exited to an institutional destination,2021,2020,14,2,4,4,4
135289,0.13286975,Latino,4,Female,60+,"Matched to Permanent Housing, Not Yet Housed",,2022,15,1,4,3,6
135291,0.343298118,Black,6,Male,25-44,Permanently Housed,2021,2020,4,2,0,1,1
135294,0.063979072,White,2,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,13,2,3,2,6
135299,0.1669341,Black,6,Female,45-59,Exited to an other or unknown destination,2022,2020,15,1,4,4,6
135309,0.099396225,Latino,3,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",,2021,11,2,3,3,3
135310,0.130452158,Latino,2,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,13,1,4,2,6
135313,0.559554968,Black,4,Male,60+,Permanently Housed,2022,2020,6,1,2,1,1
135318,0.577344086,White,6,Female,45-59,Exited to an institutional destination,2021,2020,4,1,0,3,0
135321,0.182867757,Latino,1,Male,18-24,"Currently active in ""Transitional Housing"" program",,2021,13,1,4,2,6
135323,0.157892772,Black,6,Male,25-44,Permanently Housed,2021,2020,12,1,4,4,3
135327,0.640512008,Latino,2,Female,45-59,Exited to an institutional destination,2020,2020,3,1,1,1,0
135330,0.15745149,Black,4,Male,45-59,Exited to an other or unknown destination,2020,2020,10,2,3,2,3
135350,0.110386912,Latino,3,Male,45-59,Exited to a temporary destination,2021,2020,10,2,2,3,3
135353,0.194742025,White,2,Female,25-44,Exited to a temporary destination,2022,2020,6,2,1,2,1
135355,0.024720153,White,2,Male,25-44,Exited to a place not meant for habitation,2021,2020,16,2,4,4,6
135365,0.39449501,Latino,2,Female,18-24,Exited to an other or unknown destination,2020,2020,7,1,1,4,1
135369,0.24670718,Latino,1,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",2020,2020,10,1,3,4,2
135375,0.267110461,White,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2022,9,1,2,2,4
135381,0.758526234,Black,6,Male,18-24,Assessed Only,,2020,3,1,0,0,2
135387,0.763190745,Asian,1,Female,25-44,"Currently active in ""Street Outreach"" program",,2021,3,0,0,3,0
135392,0.053433037,Latino,2,Male,25-44,Exited to an institutional destination,2021,2021,12,2,3,3,4
135396,0.671843811,Black,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,4,1,2,0,1
135412,0.171889259,White,5,Female,25-44,"Currently active in ""Street Outreach"" program",,2020,6,2,1,3,0
135418,0.737417146,Black,6,Male,25-44,Exited to an other or unknown destination,2021,2020,1,1,0,0,0
135423,0.179534626,Latino,7,Female,45-59,Exited to an other or unknown destination,2021,2020,8,2,2,2,2
135426,0.251607388,Latino,2,Male,25-44,Exited to a place not meant for habitation,2021,2020,9,1,1,3,4
135431,0.209153566,Latino,5,Male,25-44,Exited to a place not meant for habitation,2020,2020,5,2,0,2,1
135432,0.154184636,Black,2,Male,45-59,"Currently active in ""Coordinated Entry"" program",,2020,10,2,2,3,3
135437,0.11802626,White,1,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",2021,2020,14,1,4,3,6
135444,0.438136813,Black,4,Male,25-44,Exited to an other or unknown destination,2020,2020,6,1,2,2,1
135446,0.062930604,Black,6,Female,18-24,Permanently Housed,2022,2020,15,2,3,5,5
135453,0.197480003,White,2,Male,25-44,Exited to an other or unknown destination,2022,2021,5,2,1,2,0
135461,0.650729097,White,2,Male,18-24,Exited to an other or unknown destination,2020,2020,7,0,2,3,2
135465,0.537917383,White,3,Female,45-59,Assessed Only,,2020,9,0,3,4,2
135475,0.16490955,White,3,Male,45-59,"Currently active in ""Street Outreach"" program",,2020,13,1,4,3,5
135477,0.10241817,Latino,4,Male,25-44,Exited to a place not meant for habitation,2022,2020,8,2,2,3,1
135482,0.14951134,Latino,4,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2020,8,2,2,1,3
135485,0.033593577,Latino,4,Male,45-59,Exited to an institutional destination,2022,2022,16,2,4,4,6
135492,0.059429796,Black,5,Male,25-44,Exited to an other or unknown destination,2021,2020,13,2,4,3,4
135493,0.343136322,Latino,1,Male,25-44,Exited to a place not meant for habitation,2021,2020,7,1,1,2,3
135495,0.212300491,Black,8,Male,45-59,Exited to an other or unknown destination,2020,2020,8,2,0,4,2
135497,0.100832586,Latino,2,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,9,2,2,3,2
135503,0.234273688,Latino,8,Male,25-44,Exited to an other or unknown destination,2020,2020,10,1,3,1,5
135512,0.117361049,Black,6,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2022,2022,13,2,2,2,6
135519,0.459697762,Black,6,Male,25-44,Exited to an other or unknown destination,2022,2020,10,0,3,4,3
135520,0.552341081,White,4,Male,45-59,Permanently Housed,,2020,4,1,1,2,0
135527,0.89824769,Black,6,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2020,2020,2,0,0,2,0
135530,0.651235721,Asian,5,Male,45-59,Exited to a place not meant for habitation,2021,2020,3,1,0,1,1
135532,0.878290102,Black,5,Male,25-44,Exited to a place not meant for habitation,2020,2020,1,0,0,1,0
135534,0.127585686,Black,6,Female,25-44,Exited to a temporary destination,2021,2020,10,2,3,2,3
135555,0.84027636,Black,6,Male,45-59,Permanently Housed,2021,2020,4,0,2,1,1
135556,0.036694367,Latino,4,Male,60+,Exited to an other or unknown destination,2021,2020,16,2,3,4,6
135558,0.07881629,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2021,10,2,2,3,3
135560,0.34379049,White,3,Male,45-59,Exited to an institutional destination,2021,2020,8,1,2,3,2
135566,0.786238863,Latino,3,Female,25-44,Exited to an other or unknown destination,2021,2020,3,0,1,1,1
135574,0.13126071,Latino,4,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2021,8,2,1,2,3
135594,0.451413413,Latino,6,Male,60+,Permanently Housed,2022,2021,6,1,0,3,1
135602,0.200036499,Black,6,Male,18-24,Exited to an other or unknown destination,2021,2021,8,2,2,3,1
135611,0.033593577,Latino,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2020,16,2,4,4,6
135612,0.430700245,Latino,4,Female,45-59,"Currently active in ""Emergency Shelter"" program",,2022,7,1,2,2,2
135614,0.216483538,Black,8,Male,45-59,"Currently active in ""Street Outreach"" program",,2020,8,2,1,3,2
135617,0.191257188,Black,8,Male,60+,Deceased,2021,2020,9,2,2,2,2
135620,0.060957794,White,4,Male,45-59,Exited to an other or unknown destination,2021,2020,14,2,3,3,6
135624,0.565029121,Asian,5,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2020,7,0,4,1,2
135628,0.052986701,Latino,3,Male,25-44,Exited to a place not meant for habitation,2020,2020,11,2,3,4,2
135632,0.066447986,Black,5,Male,25-44,Exited to a place not meant for habitation,2021,2020,12,2,3,4,3
135637,0.193843512,Latino,8,Female,45-59,Exited to a place not meant for habitation,2022,2020,7,2,0,4,1
135650,0.351044557,Black,8,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,9,1,2,4,2
135662,0.888895295,Black,4,Male,18-24,Exited to an other or unknown destination,2020,2020,2,0,0,2,0
135666,0.756283181,Black,6,Male,45-59,"Currently active in ""Services Only"" program",,2020,2,1,1,0,0
135688,0.065378711,Black,5,Female,25-44,"Currently active in ""Street Outreach"" program",,2020,13,2,3,4,4
135690,0.070499356,Latino,4,Female,25-44,Exited to a place not meant for habitation,2021,2020,11,2,4,2,3
135713,0.452712125,Black,1,Male,45-59,"Currently active in ""Street Outreach"" program",,2020,8,1,1,3,3
135717,0.165890927,White,6,Male,45-59,Exited to an other or unknown destination,2021,2021,8,2,1,3,2
135719,0.078175434,Latino,2,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2021,9,2,2,4,1
135720,0.090888914,White,6,Male,45-59,Exited to an other or unknown destination,2022,2022,11,2,3,3,3
135739,0.373418005,Latino,3,Male,45-59,Exited to a place not meant for habitation,2021,2020,3,2,0,1,0
135747,0.089464029,White,4,Female,45-59,Permanently Housed,,2020,12,2,3,3,4
135748,0.07325437,White,1,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2020,12,2,2,2,6
135752,0.610878107,Latino,6,Male,45-59,Permanently Housed,2021,2020,3,1,1,1,0
135753,0.466289983,Latino,2,Female,45-59,Exited to an other or unknown destination,2021,2021,6,1,2,2,1
135757,0.198887866,White,6,Male,25-44,Exited to an other or unknown destination,2021,2020,6,2,1,1,2
135760,0.334164117,Black,1,Male,18-24,"Currently active in ""Coordinated Entry"" program",,2022,6,2,0,2,2
135762,0.495597706,Black,8,Male,25-44,"Currently active in ""Services Only"" program",,2020,9,0,3,4,2
135763,0.416632544,Latino,3,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2022,5,1,2,1,1
135764,0.128298801,Latino,6,Female,25-44,Exited to an other or unknown destination,2022,2021,8,2,1,3,2
135766,0.080365387,Latino,7,Female,60+,"Currently active in ""Coordinated Entry"" program",,2020,12,2,2,4,3
135775,0.698310654,Latino,6,Male,60+,Permanently Housed,2020,2020,2,1,0,0,0
135781,0.551623667,Latino,8,Male,25-44,Permanently Housed,2021,2020,3,1,0,1,1
135783,0.177299069,Black,4,Female,45-59,Exited to an other or unknown destination,2022,2020,9,2,4,2,1
135784,0.40817136,Black,6,Female,60+,Permanently Housed,2021,2020,9,1,2,3,2
135785,0.232688095,Latino,4,Male,25-44,"Currently active in ""Street Outreach"" program",,2020,9,1,3,2,3
135789,0.281175321,Latino,6,Female,25-44,Exited to a temporary destination,2020,2020,9,1,2,2,4
135793,0.120606217,Black,1,Male,18-24,Permanently Housed,2021,2021,12,2,1,4,5
135803,0.568994789,Black,8,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2020,5,1,0,2,2
135804,0.185024884,Black,4,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2022,2021,13,1,4,4,3
135808,0.430700245,Latino,8,Female,45-59,Exited to an other or unknown destination,2020,2020,7,1,2,2,2
135813,0.76419524,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2020,3,0,1,1,1
135816,0.71505076,Black,8,Male,60+,Permanently Housed,2022,2021,8,0,3,1,3
135821,0.069737482,White,4,Male,45-59,Exited to an other or unknown destination,2021,2021,13,2,3,3,5
135822,0.194750042,Black,8,Female,25-44,Exited to an other or unknown destination,2022,2020,12,1,3,4,4
135827,0.859967408,Black,6,Female,25-44,Permanently Housed,2022,2020,3,0,0,1,2
135829,0.748420314,Black,2,Female,45-59,Exited to an other or unknown destination,2021,2020,3,1,0,1,1
135830,0.09872963,Latino,6,Male,18-24,Exited to an other or unknown destination,2021,2020,10,2,2,4,2
135836,0.400776892,Latino,1,Male,18-24,"Currently active in ""Coordinated Entry"" program",,2020,7,1,1,3,2
135843,0.113254728,Black,1,Male,25-44,Permanently Housed,2022,2020,9,2,3,3,1
135850,0.31744012,White,6,Male,45-59,"Currently active in ""Coordinated Entry"" program",,2022,9,1,3,2,3
135851,0.397119857,Black,4,Male,18-24,Permanently Housed,,2020,8,1,3,3,1
135853,0.086023418,Black,4,Female,25-44,Exited to an other or unknown destination,2022,2020,12,2,3,3,4
135854,0.31162191,Black,8,Male,18-24,"Matched to Permanent Housing, Not Yet Housed",,2022,6,2,2,1,1
135867,0.185262219,Latino,6,Male,25-44,Permanently Housed,2020,2020,11,1,3,2,5
135871,0.512201784,White,6,Female,45-59,Exited to a place not meant for habitation,2022,2020,6,1,1,2,2
135881,0.068889104,Latino,2,Female,25-44,"Currently active in ""Street Outreach"" program",,2021,11,2,3,3,3
